week,ingredient,weather_condition,has_promotion,special_event,actual_demand,lag_1,lag_2,lag_4,rolling_4w,predicted_demand,stock_alert
2024-04-08,coconut milk,Rainy,False,False,2309,543.0,394.0,1232.0,1489.25,1717.6134,Overstock Risk
2024-04-08,coconut milk,Rainy,True,False,968,2309.0,543.0,2711.0,1053.5,824.9261,Normal
2024-04-08,coconut milk,Sunny,False,False,4212,968.0,2309.0,394.0,2008.0,4335.376,Normal
2024-04-08,coconut milk,Sunny,False,True,837,4212.0,968.0,543.0,2081.5,606.66144,Overstock Risk
2024-04-08,coconut milk,Sunny,True,False,134,837.0,4212.0,2309.0,1537.75,793.895,Understock Risk
2024-04-15,coconut milk,Cloudy,False,False,2372,134.0,837.0,968.0,1888.75,3134.8547,Understock Risk
2024-04-15,coconut milk,Cloudy,True,False,990,2372.0,134.0,4212.0,1083.25,865.68286,Normal
2024-04-15,coconut milk,Rainy,False,False,1459,990.0,2372.0,837.0,1238.75,1060.681,Overstock Risk
2024-04-15,coconut milk,Rainy,True,False,533,1459.0,990.0,134.0,1338.5,823.57764,Understock Risk
2024-04-15,coconut milk,Sunny,False,False,5455,533.0,1459.0,2372.0,2109.25,5036.2715,Normal
2024-04-15,coconut milk,Sunny,True,False,940,5455.0,533.0,990.0,2096.75,1241.1423,Understock Risk
2024-04-22,coconut milk,Cloudy,False,False,2049,940.0,5455.0,1459.0,2244.25,2277.0354,Normal
2024-04-22,coconut milk,Cloudy,True,False,529,2049.0,940.0,533.0,2243.25,1386.2996,Understock Risk
2024-04-22,coconut milk,Rainy,False,False,861,529.0,2049.0,5455.0,1094.75,1017.73846,Normal
2024-04-22,coconut milk,Rainy,True,False,661,861.0,529.0,940.0,1025.0,724.0044,Normal
2024-04-22,coconut milk,Sunny,False,False,2696,661.0,861.0,2049.0,1186.75,2730.415,Normal
2024-04-22,coconut milk,Sunny,False,True,291,2696.0,661.0,529.0,1127.25,230.81989,Overstock Risk
2024-04-22,coconut milk,Sunny,True,False,829,291.0,2696.0,861.0,1119.25,1076.7037,Understock Risk
2024-04-29,coconut milk,Cloudy,False,False,2383,829.0,291.0,661.0,1549.75,2359.8835,Normal
2024-04-29,coconut milk,Cloudy,True,False,1074,2383.0,829.0,2696.0,1144.25,993.50665,Normal
2024-04-29,coconut milk,Rainy,False,False,2032,1074.0,2383.0,291.0,1579.5,1645.2466,Normal
2024-04-29,coconut milk,Rainy,False,True,377,2032.0,1074.0,829.0,1466.5,523.11755,Understock Risk
2024-04-29,coconut milk,Rainy,True,False,657,377.0,2032.0,2383.0,1035.0,836.09094,Understock Risk
2024-04-29,coconut milk,Sunny,False,False,3562,657.0,377.0,1074.0,1657.0,3682.2961,Normal
2024-04-29,coconut milk,Sunny,False,True,130,3562.0,657.0,2032.0,1181.5,312.0166,Understock Risk
2024-04-29,coconut milk,Sunny,True,False,374,130.0,3562.0,377.0,1180.75,754.60895,Understock Risk
2024-05-06,coconut milk,Cloudy,False,False,2728,374.0,130.0,657.0,1698.5,2992.258,Normal
2024-05-06,coconut milk,Cloudy,True,False,1487,2728.0,374.0,3562.0,1179.75,1039.4397,Overstock Risk
2024-05-06,coconut milk,Rainy,False,False,1782,1487.0,2728.0,130.0,1592.75,1211.7261,Overstock Risk
2024-05-06,coconut milk,Rainy,True,False,128,1782.0,1487.0,374.0,1531.25,899.3964,Understock Risk
2024-05-06,coconut milk,Rainy,True,True,641,128.0,1782.0,2728.0,1009.5,591.3573,Normal
2024-05-06,coconut milk,Sunny,False,False,2475,641.0,128.0,1487.0,1256.5,2610.1306,Normal
2024-05-06,coconut milk,Sunny,False,True,62,2475.0,641.0,1782.0,826.5,107.67723,Understock Risk
2024-05-06,coconut milk,Sunny,True,False,586,62.0,2475.0,128.0,941.0,824.8156,Understock Risk
2024-05-06,coconut milk,Sunny,True,True,529,586.0,62.0,641.0,913.0,546.3406,Normal
2024-05-13,coconut milk,Cloudy,False,False,2256,529.0,586.0,2475.0,858.25,1596.0502,Overstock Risk
2024-05-13,coconut milk,Cloudy,True,False,0,2256.0,529.0,62.0,842.75,357.3151,Understock Risk
2024-05-13,coconut milk,Rainy,False,False,2164,0.0,2256.0,586.0,1237.25,1398.8268,Overstock Risk
2024-05-13,coconut milk,Rainy,True,False,850,2164.0,0.0,529.0,1317.5,887.5373,Normal
2024-05-13,coconut milk,Sunny,False,False,5283,850.0,2164.0,2256.0,2074.25,4411.9795,Normal
2024-05-13,coconut milk,Sunny,False,True,263,5283.0,850.0,0.0,2140.0,459.1706,Understock Risk
2024-05-13,coconut milk,Sunny,True,False,443,263.0,5283.0,2164.0,1709.75,925.57245,Understock Risk
2024-05-20,coconut milk,Cloudy,False,False,1949,443.0,263.0,850.0,1984.5,2867.9456,Understock Risk
2024-05-20,coconut milk,Cloudy,False,True,453,1949.0,443.0,5283.0,777.0,333.96942,Overstock Risk
2024-05-20,coconut milk,Cloudy,True,False,1231,453.0,1949.0,263.0,1019.0,838.5672,Overstock Risk
2024-05-20,coconut milk,Rainy,False,False,1478,1231.0,453.0,443.0,1277.75,1234.5433,Normal
2024-05-20,coconut milk,Rainy,True,False,695,1478.0,1231.0,1949.0,964.25,626.1996,Normal
2024-05-20,coconut milk,Sunny,False,False,4593,695.0,1478.0,453.0,1999.25,4722.6963,Normal
2024-05-20,coconut milk,Sunny,True,False,699,4593.0,695.0,1231.0,1866.25,1307.0864,Understock Risk
2024-05-27,coconut milk,Cloudy,False,False,2463,699.0,4593.0,1478.0,2112.5,2201.326,Normal
2024-05-27,coconut milk,Cloudy,False,True,482,2463.0,699.0,695.0,2059.25,529.3619,Normal
2024-05-27,coconut milk,Rainy,False,False,1870,482.0,2463.0,4593.0,1378.5,1320.8138,Overstock Risk
2024-05-27,coconut milk,Rainy,True,False,502,1870.0,482.0,699.0,1329.25,973.9509,Understock Risk
2024-05-27,coconut milk,Sunny,False,False,6097,502.0,1870.0,2463.0,2237.75,5574.2227,Normal
2024-05-27,coconut milk,Sunny,True,False,2110,6097.0,502.0,482.0,2644.75,1882.2982,Normal
2024-06-03,coconut milk,Cloudy,False,False,1591,2110.0,6097.0,1870.0,2575.0,2221.0552,Understock Risk
2024-06-03,coconut milk,Cloudy,False,True,644,1591.0,2110.0,502.0,2610.5,748.51495,Normal
2024-06-03,coconut milk,Cloudy,True,False,255,644.0,1591.0,6097.0,1150.0,977.2843,Understock Risk
2024-06-03,coconut milk,Rainy,False,False,1043,255.0,644.0,2110.0,883.25,1067.6924,Normal
2024-06-03,coconut milk,Rainy,True,False,536,1043.0,255.0,1591.0,619.5,572.02716,Normal
2024-06-03,coconut milk,Sunny,False,False,3642,536.0,1043.0,644.0,1369.0,2917.5798,Normal
2024-06-03,coconut milk,Sunny,True,False,1026,3642.0,536.0,255.0,1561.75,1198.539,Normal
2024-06-10,coconut milk,Cloudy,False,False,1565,1026.0,3642.0,1043.0,1692.25,1748.9622,Normal
2024-06-10,coconut milk,Cloudy,True,False,806,1565.0,1026.0,536.0,1759.75,1202.7334,Understock Risk
2024-06-10,coconut milk,Cloudy,True,True,590,806.0,1565.0,3642.0,996.75,625.1423,Normal
2024-06-10,coconut milk,Rainy,False,False,1835,590.0,806.0,1026.0,1199.0,1614.2773,Normal
2024-06-10,coconut milk,Rainy,True,False,188,1835.0,590.0,1565.0,854.75,538.2652,Understock Risk
2024-06-10,coconut milk,Sunny,False,False,4882,188.0,1835.0,806.0,1873.75,4558.5444,Normal
2024-06-10,coconut milk,Sunny,False,True,579,4882.0,188.0,590.0,1871.0,651.45984,Normal
2024-06-17,coconut milk,Cloudy,False,False,2474,579.0,4882.0,1835.0,2030.75,2082.5796,Normal
2024-06-17,coconut milk,Cloudy,True,False,1164,2474.0,579.0,188.0,2274.75,1390.755,Normal
2024-06-17,coconut milk,Rainy,False,False,831,1164.0,2474.0,4882.0,1262.0,822.2944,Normal
2024-06-17,coconut milk,Rainy,True,False,652,831.0,1164.0,579.0,1280.25,847.95825,Understock Risk
2024-06-17,coconut milk,Sunny,False,False,3363,652.0,831.0,2474.0,1502.5,3496.0771,Normal
2024-06-17,coconut milk,Sunny,False,True,1096,3363.0,652.0,1164.0,1485.5,504.15167,Overstock Risk
2024-06-17,coconut milk,Sunny,True,False,2041,1096.0,3363.0,831.0,1788.0,1873.8865,Normal
2024-06-24,coconut milk,Cloudy,False,False,2655,2041.0,1096.0,652.0,2288.75,2247.6733,Normal
2024-06-24,coconut milk,Cloudy,False,True,437,2655.0,2041.0,3363.0,1557.25,538.8638,Understock Risk
2024-06-24,coconut milk,Rainy,False,False,1343,437.0,2655.0,1096.0,1619.0,1579.4591,Normal
2024-06-24,coconut milk,Sunny,False,False,1891,1343.0,437.0,2041.0,1581.5,2591.9634,Understock Risk
2024-06-24,coconut milk,Sunny,False,True,254,1891.0,1343.0,2655.0,981.25,318.01862,Understock Risk
2024-06-24,coconut milk,Sunny,True,False,248,254.0,1891.0,437.0,934.0,972.82184,Understock Risk
2024-07-01,coconut milk,Cloudy,False,False,2010,248.0,254.0,1343.0,1100.75,1883.6624,Normal
2024-07-01,coconut milk,Cloudy,True,False,1334,2010.0,248.0,1891.0,961.5,975.5598,Overstock Risk
2024-07-01,coconut milk,Rainy,False,False,1178,1334.0,2010.0,254.0,1192.5,908.66266,Overstock Risk
2024-07-01,coconut milk,Rainy,True,False,215,1178.0,1334.0,248.0,1184.25,712.1737,Understock Risk
2024-07-01,coconut milk,Sunny,False,False,2741,215.0,1178.0,2010.0,1367.0,3115.669,Normal
2024-07-01,coconut milk,Sunny,True,False,2326,2741.0,215.0,1334.0,1615.0,1902.2915,Normal
2024-07-01,coconut milk,Sunny,True,True,364,2326.0,2741.0,1178.0,1411.5,388.07745,Normal
2024-07-08,coconut milk,Cloudy,False,False,1650,364.0,2326.0,215.0,1770.25,2217.415,Understock Risk
2024-07-08,coconut milk,Cloudy,False,True,272,1650.0,364.0,2741.0,1153.0,769.2182,Understock Risk
2024-07-08,coconut milk,Cloudy,True,False,591,272.0,1650.0,2326.0,719.25,713.2564,Understock Risk
2024-07-08,coconut milk,Rainy,False,False,2138,591.0,272.0,364.0,1162.75,1485.3666,Overstock Risk
2024-07-08,coconut milk,Rainy,False,True,247,2138.0,591.0,1650.0,812.0,331.7586,Understock Risk
2024-07-08,coconut milk,Rainy,True,False,690,247.0,2138.0,272.0,916.5,737.1394,Normal
2024-07-08,coconut milk,Sunny,False,False,6511,690.0,247.0,591.0,2396.5,6223.7793,Normal
2024-07-08,coconut milk,Sunny,True,False,996,6511.0,690.0,2138.0,2111.0,1310.4805,Understock Risk
2024-07-15,coconut milk,Cloudy,False,False,2060,996.0,6511.0,247.0,2564.25,2216.6096,Normal
2024-07-15,coconut milk,Cloudy,True,False,352,2060.0,996.0,690.0,2479.75,1317.8582,Understock Risk
2024-07-15,coconut milk,Rainy,False,False,2693,352.0,2060.0,6511.0,1525.25,2031.9962,Overstock Risk
2024-07-15,coconut milk,Rainy,False,True,280,2693.0,352.0,996.0,1346.25,424.34802,Understock Risk
2024-07-15,coconut milk,Rainy,True,False,491,280.0,2693.0,2060.0,954.0,511.87817,Normal
2024-07-15,coconut milk,Sunny,False,False,4141,491.0,280.0,352.0,1901.25,4589.026,Normal
2024-07-15,coconut milk,Sunny,False,True,267,4141.0,491.0,2693.0,1294.75,462.73257,Understock Risk
2024-07-15,coconut milk,Sunny,True,False,1385,267.0,4141.0,280.0,1571.0,1355.6936,Normal
2024-07-22,coconut milk,Cloudy,False,False,3647,1385.0,267.0,491.0,2360.0,3069.5403,Normal
2024-07-22,coconut milk,Cloudy,False,True,217,3647.0,1385.0,4141.0,1379.0,506.54297,Understock Risk
2024-07-22,coconut milk,Cloudy,True,False,515,217.0,3647.0,267.0,1441.0,864.20703,Understock Risk
2024-07-22,coconut milk,Rainy,False,False,801,515.0,217.0,1385.0,1295.0,1620.6643,Understock Risk
2024-07-22,coconut milk,Rainy,True,False,132,801.0,515.0,3647.0,416.25,410.378,Understock Risk
2024-07-22,coconut milk,Sunny,False,False,5404,132.0,801.0,217.0,1713.0,4597.8926,Normal
2024-07-22,coconut milk,Sunny,False,True,640,5404.0,132.0,515.0,1744.25,516.2727,Normal
2024-07-22,coconut milk,Sunny,True,False,1946,640.0,5404.0,801.0,2030.5,1811.1288,Normal
2024-07-29,coconut milk,Cloudy,False,False,2535,1946.0,640.0,132.0,2631.25,3233.3123,Understock Risk
2024-07-29,coconut milk,Cloudy,True,False,1036,2535.0,1946.0,5404.0,1539.25,1117.7639,Normal
2024-07-29,coconut milk,Rainy,False,False,546,1036.0,2535.0,640.0,1515.75,1183.2444,Understock Risk
2024-07-29,coconut milk,Rainy,False,True,392,546.0,1036.0,1946.0,1127.25,597.3617,Understock Risk
2024-07-29,coconut milk,Rainy,True,False,536,392.0,546.0,2535.0,627.5,586.3608,Normal
2024-07-29,coconut milk,Sunny,False,False,3047,536.0,392.0,1036.0,1130.25,2504.7605,Normal
2024-07-29,coconut milk,Sunny,False,True,159,3047.0,536.0,546.0,1033.5,201.12433,Understock Risk
2024-07-29,coconut milk,Sunny,True,False,1614,159.0,3047.0,392.0,1339.0,1571.2944,Normal
2024-08-05,coconut milk,Cloudy,False,False,2388,1614.0,159.0,536.0,1802.0,2252.0796,Normal
2024-08-05,coconut milk,Cloudy,False,True,184,2388.0,1614.0,3047.0,1086.25,311.5034,Understock Risk
2024-08-05,coconut milk,Cloudy,True,True,823,184.0,2388.0,159.0,1252.25,921.0519,Normal
2024-08-05,coconut milk,Rainy,False,False,835,823.0,184.0,1614.0,1057.5,1051.8197,Understock Risk
2024-08-05,coconut milk,Rainy,True,False,1205,835.0,823.0,2388.0,761.75,720.7614,Overstock Risk
2024-08-05,coconut milk,Sunny,False,False,3741,1205.0,835.0,184.0,1651.0,3571.6917,Normal
2024-08-05,coconut milk,Sunny,False,True,513,3741.0,1205.0,823.0,1573.5,434.01218,Normal
2024-08-05,coconut milk,Sunny,True,False,2525,513.0,3741.0,835.0,1996.0,2156.5642,Normal
2024-08-12,coconut milk,Cloudy,False,False,1501,2525.0,513.0,1205.0,2070.0,1962.8728,Understock Risk
2024-08-12,coconut milk,Cloudy,False,True,363,1501.0,2525.0,3741.0,1225.5,252.00638,Overstock Risk
2024-08-12,coconut milk,Cloudy,True,False,1733,363.0,1501.0,513.0,1530.5,1483.9196,Normal
2024-08-12,coconut milk,Rainy,False,False,1836,1733.0,363.0,2525.0,1358.25,1564.4612,Normal
2024-08-12,coconut milk,Rainy,False,True,318,1836.0,1733.0,1501.0,1062.5,271.17706,Normal
2024-08-12,coconut milk,Rainy,True,False,831,318.0,1836.0,363.0,1179.5,856.59485,Normal
2024-08-12,coconut milk,Sunny,False,False,5171,831.0,318.0,1733.0,2039.0,4577.776,Normal
2024-08-12,coconut milk,Sunny,True,False,735,5171.0,831.0,1836.0,1763.75,1062.1758,Understock Risk
2024-08-19,coconut milk,Cloudy,False,False,2875,735.0,5171.0,318.0,2403.0,2652.214,Normal
2024-08-19,coconut milk,Cloudy,False,True,314,2875.0,735.0,831.0,2273.75,745.0547,Understock Risk
2024-08-19,coconut milk,Cloudy,True,False,665,314.0,2875.0,5171.0,1147.25,737.35065,Normal
2024-08-19,coconut milk,Rainy,False,False,1717,665.0,314.0,735.0,1392.75,1708.1001,Normal
2024-08-19,coconut milk,Rainy,True,True,130,1717.0,665.0,2875.0,706.5,394.9879,Understock Risk
2024-08-19,coconut milk,Sunny,False,False,4212,130.0,1717.0,314.0,1681.0,4199.779,Normal
2024-08-19,coconut milk,Sunny,True,False,1471,4212.0,130.0,665.0,1882.5,1596.8433,Normal
2024-08-19,coconut milk,Sunny,True,True,775,1471.0,4212.0,1717.0,1647.0,241.20801,Overstock Risk
2024-08-26,coconut milk,Cloudy,False,False,3376,775.0,1471.0,130.0,2458.5,3207.8362,Normal
2024-08-26,coconut milk,Cloudy,False,True,309,3376.0,775.0,4212.0,1482.75,430.83963,Understock Risk
2024-08-26,coconut milk,Cloudy,True,False,531,309.0,3376.0,1471.0,1247.75,828.83575,Understock Risk
2024-08-26,coconut milk,Rainy,False,False,1056,531.0,309.0,775.0,1318.0,1429.535,Understock Risk
2024-08-26,coconut milk,Rainy,False,True,808,1056.0,531.0,3376.0,676.0,451.5963,Overstock Risk
2024-08-26,coconut milk,Sunny,False,False,5079,808.0,1056.0,309.0,1868.5,4554.846,Normal
2024-08-26,coconut milk,Sunny,True,False,1982,5079.0,808.0,531.0,2231.25,1953.2124,Normal
2024-08-26,coconut milk,Sunny,True,True,565,1982.0,5079.0,1056.0,2108.5,698.2894,Understock Risk
2024-09-02,coconut milk,Cloudy,False,False,3135,565.0,1982.0,808.0,2690.25,3236.8108,Normal
2024-09-02,coconut milk,Cloudy,True,False,1384,3135.0,565.0,5079.0,1766.5,1404.0938,Normal
2024-09-02,coconut milk,Rainy,False,False,1160,1384.0,3135.0,1982.0,1561.0,1052.3568,Normal
2024-09-02,coconut milk,Rainy,False,True,360,1160.0,1384.0,565.0,1509.75,528.0421,Understock Risk
2024-09-02,coconut milk,Rainy,True,False,563,360.0,1160.0,3135.0,866.75,761.10846,Understock Risk
2024-09-02,coconut milk,Sunny,False,False,3570,563.0,360.0,1384.0,1413.25,2915.3806,Normal
2024-09-02,coconut milk,Sunny,False,True,187,3570.0,563.0,1160.0,1170.0,316.22476,Understock Risk
2024-09-02,coconut milk,Sunny,True,False,3323,187.0,3570.0,360.0,1910.75,2211.8384,Overstock Risk
2024-09-02,coconut milk,Sunny,True,True,329,3323.0,187.0,563.0,1852.25,882.6814,Understock Risk
2024-09-09,coconut milk,Cloudy,False,False,2711,329.0,3323.0,3570.0,1637.5,2027.5039,Overstock Risk
2024-09-09,coconut milk,Cloudy,True,False,1337,2711.0,329.0,187.0,1925.0,1235.6344,Normal
2024-09-09,coconut milk,Rainy,False,False,1332,1337.0,2711.0,3323.0,1427.25,957.16095,Overstock Risk
2024-09-09,coconut milk,Rainy,True,False,304,1332.0,1337.0,329.0,1421.0,960.67236,Understock Risk
2024-09-09,coconut milk,Sunny,False,False,2965,304.0,1332.0,2711.0,1484.5,3066.28,Normal
2024-09-09,coconut milk,Sunny,False,True,749,2965.0,304.0,1337.0,1337.5,593.08496,Overstock Risk
2024-09-09,coconut milk,Sunny,True,False,2621,749.0,2965.0,1332.0,1659.75,1886.1376,Overstock Risk
2024-09-09,coconut milk,Sunny,True,True,894,2621.0,749.0,304.0,1807.25,680.9078,Overstock Risk
2024-09-16,coconut milk,Cloudy,False,False,1288,894.0,2621.0,2965.0,1388.0,1215.7697,Normal
2024-09-16,coconut milk,Cloudy,False,True,384,1288.0,894.0,749.0,1296.75,473.76086,Understock Risk
2024-09-16,coconut milk,Cloudy,True,False,271,384.0,1288.0,2621.0,709.25,636.97107,Understock Risk
2024-09-16,coconut milk,Rainy,False,False,924,271.0,384.0,894.0,716.75,978.6345,Normal
2024-09-16,coconut milk,Rainy,False,True,104,924.0,271.0,1288.0,420.75,7.539627,Overstock Risk
2024-09-16,coconut milk,Sunny,False,False,2610,104.0,924.0,384.0,977.25,2389.9473,Normal
2024-09-16,coconut milk,Sunny,False,True,343,2610.0,104.0,271.0,995.25,282.93854,Normal
2024-09-16,coconut milk,Sunny,True,False,372,343.0,2610.0,924.0,857.25,440.325,Normal
2024-09-23,coconut milk,Cloudy,False,False,2609,372.0,343.0,104.0,1483.5,2190.6453,Normal
2024-09-23,coconut milk,Cloudy,True,False,128,2609.0,372.0,2610.0,863.0,618.79785,Understock Risk
2024-09-23,coconut milk,Rainy,False,False,939,128.0,2609.0,343.0,1012.0,848.5234,Normal
2024-09-23,coconut milk,Rainy,True,False,1295,939.0,128.0,372.0,1242.75,1119.0549,Normal
2024-09-23,coconut milk,Sunny,False,False,3832,1295.0,939.0,2609.0,1548.5,3483.5823,Normal
2024-09-23,coconut milk,Sunny,False,True,110,3832.0,1295.0,128.0,1544.0,274.87436,Understock Risk
2024-09-23,coconut milk,Sunny,True,False,660,110.0,3832.0,939.0,1474.25,1190.6514,Understock Risk
2024-09-30,coconut milk,Cloudy,False,False,2291,660.0,110.0,1295.0,1723.25,2593.4202,Normal
2024-09-30,coconut milk,Cloudy,True,False,137,2291.0,660.0,3832.0,799.5,704.47186,Understock Risk
2024-09-30,coconut milk,Rainy,False,False,1093,137.0,2291.0,110.0,1045.25,1101.4442,Normal
2024-09-30,coconut milk,Rainy,False,True,343,1093.0,137.0,660.0,966.0,320.3579,Normal
2024-09-30,coconut milk,Rainy,True,False,710,343.0,1093.0,2291.0,570.75,546.78107,Overstock Risk
2024-09-30,coconut milk,Sunny,False,False,2305,710.0,343.0,137.0,1112.75,2303.899,Normal
2024-09-30,coconut milk,Sunny,True,False,1449,2305.0,710.0,1093.0,1201.75,1074.2831,Overstock Risk
2024-10-07,coconut milk,Cloudy,False,False,2008,1449.0,2305.0,343.0,1618.0,1876.9938,Normal
2024-10-07,coconut milk,Cloudy,True,False,2211,2008.0,1449.0,710.0,1993.25,1563.9984,Overstock Risk
2024-10-07,coconut milk,Rainy,False,False,3034,2211.0,2008.0,2305.0,2175.5,1931.025,Overstock Risk
2024-10-07,coconut milk,Rainy,True,False,988,3034.0,2211.0,1449.0,2060.25,1058.1504,Normal
2024-10-07,coconut milk,Sunny,False,False,5436,988.0,3034.0,2008.0,2917.25,6034.8555,Normal
2024-10-07,coconut milk,Sunny,False,True,0,5436.0,988.0,2211.0,2364.5,569.5161,Understock Risk
2024-10-07,coconut milk,Sunny,True,False,1346,0.0,5436.0,3034.0,1942.5,1274.1234,Normal
2024-10-14,coconut milk,Cloudy,False,False,1986,1346.0,0.0,988.0,2192.0,2672.4126,Understock Risk
2024-10-14,coconut milk,Cloudy,True,False,1414,1986.0,1346.0,5436.0,1186.5,1052.157,Overstock Risk
2024-10-14,coconut milk,Cloudy,True,True,603,1414.0,1986.0,0.0,1337.25,467.58823,Overstock Risk
2024-10-14,coconut milk,Rainy,False,False,1130,603.0,1414.0,1346.0,1283.25,1263.5233,Normal
2024-10-14,coconut milk,Rainy,False,True,242,1130.0,603.0,1986.0,847.25,392.3858,Understock Risk
2024-10-14,coconut milk,Rainy,True,False,556,242.0,1130.0,1414.0,632.75,731.08136,Understock Risk
2024-10-14,coconut milk,Sunny,False,False,3443,556.0,242.0,603.0,1342.75,3177.4548,Normal
2024-10-14,coconut milk,Sunny,True,False,2075,3443.0,556.0,1130.0,1579.0,1417.757,Overstock Risk
2024-10-21,coconut milk,Cloudy,False,False,3255,2075.0,3443.0,242.0,2332.25,2430.084,Overstock Risk
2024-10-21,coconut milk,Cloudy,False,True,651,3255.0,2075.0,556.0,2356.0,368.24246,Overstock Risk
2024-10-21,coconut milk,Cloudy,True,False,1567,651.0,3255.0,3443.0,1887.0,1444.0206,Normal
2024-10-21,coconut milk,Rainy,False,False,2038,1567.0,651.0,2075.0,1877.75,1799.5283,Normal
2024-10-21,coconut milk,Sunny,False,False,2606,2038.0,1567.0,3255.0,1715.5,2683.477,Normal
2024-10-21,coconut milk,Sunny,False,True,149,2606.0,2038.0,651.0,1590.0,571.9545,Understock Risk
2024-10-21,coconut milk,Sunny,True,False,1346,149.0,2606.0,1567.0,1534.75,1729.7858,Understock Risk
2024-10-28,coconut milk,Cloudy,False,False,2197,1346.0,149.0,2038.0,1574.5,2113.8372,Normal
2024-10-28,coconut milk,Cloudy,True,False,599,2197.0,1346.0,2606.0,1072.75,785.6283,Understock Risk
2024-10-28,coconut milk,Rainy,False,False,1437,599.0,2197.0,149.0,1394.75,1340.9352,Normal
2024-10-28,coconut milk,Rainy,True,False,1527,1437.0,599.0,1346.0,1440.0,1197.8882,Overstock Risk
2024-10-28,coconut milk,Sunny,False,False,4413,1527.0,1437.0,2197.0,1994.0,3814.5486,Normal
2024-10-28,coconut milk,Sunny,False,True,600,4413.0,1527.0,599.0,1994.25,543.744,Normal
2024-10-28,coconut milk,Sunny,True,True,595,600.0,4413.0,1437.0,1783.75,926.40454,Understock Risk
2024-11-04,coconut milk,Cloudy,False,False,2353,595.0,600.0,1527.0,1990.25,2797.0024,Normal
2024-11-04,coconut milk,Cloudy,False,True,593,2353.0,595.0,4413.0,1035.25,420.1566,Overstock Risk
2024-11-04,coconut milk,Cloudy,True,False,1093,593.0,2353.0,600.0,1158.5,792.2669,Overstock Risk
2024-11-04,coconut milk,Rainy,False,False,1728,1093.0,593.0,595.0,1441.75,1527.8613,Normal
2024-11-04,coconut milk,Rainy,False,True,162,1728.0,1093.0,2353.0,894.0,262.51837,Understock Risk
2024-11-04,coconut milk,Rainy,True,False,380,162.0,1728.0,593.0,840.75,653.8406,Understock Risk
2024-11-04,coconut milk,Sunny,False,False,3392,380.0,162.0,1093.0,1415.5,3191.6345,Normal
2024-11-04,coconut milk,Sunny,False,True,489,3392.0,380.0,1728.0,1105.75,285.0922,Overstock Risk
2024-11-04,coconut milk,Sunny,True,False,2947,489.0,3392.0,162.0,1802.0,1777.8695,Overstock Risk
2024-11-04,coconut milk,Sunny,True,True,674,2947.0,489.0,380.0,1875.5,879.2397,Understock Risk
2024-11-11,coconut milk,Cloudy,False,False,2631,674.0,2947.0,3392.0,1685.25,1940.1367,Overstock Risk
2024-11-11,coconut milk,Cloudy,False,True,328,2631.0,674.0,489.0,1645.0,463.80728,Understock Risk
2024-11-11,coconut milk,Cloudy,True,False,1024,328.0,2631.0,2947.0,1164.25,666.7806,Overstock Risk
2024-11-11,coconut milk,Rainy,False,False,1227,1024.0,328.0,674.0,1302.5,1303.9397,Normal
2024-11-11,coconut milk,Rainy,True,False,321,1227.0,1024.0,2631.0,725.0,654.12897,Understock Risk
2024-11-11,coconut milk,Rainy,True,True,646,321.0,1227.0,328.0,804.5,513.24756,Overstock Risk
2024-11-11,coconut milk,Sunny,False,False,5118,646.0,321.0,1024.0,1828.0,3487.1487,Overstock Risk
2024-11-11,coconut milk,Sunny,False,True,937,5118.0,646.0,1227.0,1755.5,309.03674,Overstock Risk
2024-11-11,coconut milk,Sunny,True,False,489,937.0,5118.0,321.0,1797.5,1257.1086,Understock Risk
2024-11-18,coconut milk,Cloudy,False,False,1625,489.0,937.0,646.0,2042.25,2648.546,Understock Risk
2024-11-18,coconut milk,Cloudy,True,False,1281,1625.0,489.0,5118.0,1083.0,961.00555,Overstock Risk
2024-11-18,coconut milk,Rainy,False,False,405,1281.0,1625.0,937.0,950.0,623.36475,Understock Risk
2024-11-18,coconut milk,Rainy,False,True,362,405.0,1281.0,489.0,918.25,408.00946,Normal
2024-11-18,coconut milk,Rainy,True,False,339,362.0,405.0,1625.0,596.75,658.739,Understock Risk
2024-11-18,coconut milk,Sunny,False,False,3071,339.0,362.0,1281.0,1044.25,2363.7073,Overstock Risk
2024-11-18,coconut milk,Sunny,True,False,927,3071.0,339.0,405.0,1174.75,1002.20105,Normal
2024-11-25,coconut milk,Cloudy,False,False,1760,927.0,3071.0,362.0,1524.25,1559.8599,Normal
2024-11-25,coconut milk,Cloudy,False,True,151,1760.0,927.0,339.0,1477.25,566.1012,Understock Risk
2024-11-25,coconut milk,Rainy,False,False,1086,151.0,1760.0,3071.0,981.0,1027.9712,Normal
2024-11-25,coconut milk,Sunny,False,False,2332,1086.0,151.0,927.0,1332.25,2751.7822,Normal
2024-11-25,coconut milk,Sunny,True,False,952,2332.0,1086.0,1760.0,1130.25,882.3819,Normal
2024-12-02,coconut milk,Cloudy,False,False,3701,952.0,2332.0,151.0,2017.75,2598.959,Overstock Risk
2024-12-02,coconut milk,Cloudy,False,True,438,3701.0,952.0,1086.0,1855.75,390.14578,Normal
2024-12-02,coconut milk,Cloudy,True,False,1457,438.0,3701.0,2332.0,1637.0,1194.7655,Normal
2024-12-02,coconut milk,Rainy,False,False,2684,1457.0,438.0,952.0,2070.0,1853.3564,Overstock Risk
